"left"	"op"	"right"	"expected_class"	"actual_class"	"truth_ok"	"class_ok"	"warnings"	"error"
"CnfClause_FALSE_owned"	"&"	"CnfAtom_FALSE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfClause\", \"&.CnfAtom\") for \"&\""	""
"CnfClause_FALSE_owned"	"|"	"CnfAtom_FALSE_owned"	"CnfClause"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfClause\", \"|.CnfAtom\") for \"|\""	""
"CnfClause_FALSE_owned"	"&"	"CnfAtom_TRUE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfClause\", \"&.CnfAtom\") for \"&\""	""
"CnfClause_FALSE_owned"	"|"	"CnfAtom_TRUE_free"	"CnfClause"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfClause\", \"|.CnfAtom\") for \"|\""	""
"CnfClause_FALSE_owned"	"&"	"CnfAtom_TRUE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfClause\", \"&.CnfAtom\") for \"&\""	""
"CnfClause_FALSE_owned"	"|"	"CnfAtom_TRUE_owned"	"CnfClause"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfClause\", \"|.CnfAtom\") for \"|\""	""
"CnfClause_FALSE_owned"	"&"	"CnfClause_FALSE_free"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfClause_FALSE_owned"	"|"	"CnfClause_FALSE_free"	"CnfClause"	"CnfClause"	TRUE	TRUE	""	""
"CnfClause_FALSE_owned"	"&"	"CnfClause_FALSE_owned"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfClause_FALSE_owned"	"|"	"CnfClause_FALSE_owned"	"CnfClause"	"CnfClause"	TRUE	TRUE	""	""
"CnfClause_FALSE_owned"	"&"	"CnfClause_TRUE_free"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfClause_FALSE_owned"	"|"	"CnfClause_TRUE_free"	"CnfClause"	"CnfClause"	TRUE	TRUE	""	""
"CnfClause_FALSE_owned"	"&"	"CnfClause_TRUE_owned"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfClause_FALSE_owned"	"|"	"CnfClause_TRUE_owned"	"CnfClause"	"CnfClause"	TRUE	TRUE	""	""
"CnfClause_FALSE_owned"	"&"	"CnfFormula_FALSE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfClause\", \"&.CnfFormula\") for \"&\""	""
"CnfClause_FALSE_owned"	"|"	"CnfFormula_FALSE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfClause\", \"|.CnfFormula\") for \"|\""	""
"CnfClause_FALSE_owned"	"&"	"CnfFormula_FALSE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfClause\", \"&.CnfFormula\") for \"&\""	""
"CnfClause_FALSE_owned"	"|"	"CnfFormula_FALSE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfClause\", \"|.CnfFormula\") for \"|\""	""
"CnfClause_FALSE_owned"	"&"	"CnfFormula_TRUE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfClause\", \"&.CnfFormula\") for \"&\""	""
"CnfClause_FALSE_owned"	"|"	"CnfFormula_TRUE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfClause\", \"|.CnfFormula\") for \"|\""	""
"CnfClause_FALSE_owned"	"&"	"CnfFormula_TRUE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfClause\", \"&.CnfFormula\") for \"&\""	""
"CnfClause_FALSE_owned"	"|"	"CnfFormula_TRUE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfClause\", \"|.CnfFormula\") for \"|\""	""
"CnfClause_TRUE_free"	"&"	"atom"	"CnfFormula"	NA	FALSE	FALSE	"Incompatible methods (\"&.CnfClause\", \"&.CnfAtom\") for \"&\""	"operations are possible only for numeric, logical or complex types"
"CnfClause_TRUE_free"	"|"	"atom"	"CnfClause"	NA	FALSE	FALSE	"Incompatible methods (\"|.CnfClause\", \"|.CnfAtom\") for \"|\""	"operations are possible only for numeric, logical or complex types"
"CnfClause_TRUE_free"	"&"	"clause"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfClause_TRUE_free"	"|"	"clause"	"CnfClause"	"CnfClause"	TRUE	TRUE	""	""
"CnfClause_TRUE_free"	"&"	"formula"	"CnfFormula"	NA	FALSE	FALSE	"Incompatible methods (\"&.CnfClause\", \"&.CnfFormula\") for \"&\""	"operations are possible only for numeric, logical or complex types"
"CnfClause_TRUE_free"	"|"	"formula"	"CnfFormula"	NA	FALSE	FALSE	"Incompatible methods (\"|.CnfClause\", \"|.CnfFormula\") for \"|\""	"operations are possible only for numeric, logical or complex types"
"CnfClause_TRUE_free"	"&"	"raw_true"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfClause_TRUE_free"	"|"	"raw_true"	"CnfClause"	"CnfClause"	TRUE	TRUE	""	""
"CnfClause_TRUE_free"	"&"	"raw_false"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfClause_TRUE_free"	"|"	"raw_false"	"CnfClause"	"CnfClause"	TRUE	TRUE	""	""
"CnfClause_TRUE_free"	"&"	"CnfAtom_FALSE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfClause\", \"&.CnfAtom\") for \"&\""	""
"CnfClause_TRUE_free"	"|"	"CnfAtom_FALSE_free"	"CnfClause"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfClause\", \"|.CnfAtom\") for \"|\""	""
"CnfClause_TRUE_free"	"&"	"CnfAtom_FALSE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfClause\", \"&.CnfAtom\") for \"&\""	""
"CnfClause_TRUE_free"	"|"	"CnfAtom_FALSE_owned"	"CnfClause"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfClause\", \"|.CnfAtom\") for \"|\""	""
"CnfClause_TRUE_free"	"&"	"CnfAtom_TRUE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfClause\", \"&.CnfAtom\") for \"&\""	""
"CnfClause_TRUE_free"	"|"	"CnfAtom_TRUE_free"	"CnfClause"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfClause\", \"|.CnfAtom\") for \"|\""	""
"CnfClause_TRUE_free"	"&"	"CnfAtom_TRUE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfClause\", \"&.CnfAtom\") for \"&\""	""
"CnfClause_TRUE_free"	"|"	"CnfAtom_TRUE_owned"	"CnfClause"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfClause\", \"|.CnfAtom\") for \"|\""	""
"CnfClause_TRUE_free"	"&"	"CnfClause_FALSE_free"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfClause_TRUE_free"	"|"	"CnfClause_FALSE_free"	"CnfClause"	"CnfClause"	TRUE	TRUE	""	""
"CnfClause_TRUE_free"	"&"	"CnfClause_FALSE_owned"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfClause_TRUE_free"	"|"	"CnfClause_FALSE_owned"	"CnfClause"	"CnfClause"	TRUE	TRUE	""	""
"CnfClause_TRUE_free"	"&"	"CnfClause_TRUE_free"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfClause_TRUE_free"	"|"	"CnfClause_TRUE_free"	"CnfClause"	"CnfClause"	TRUE	TRUE	""	""
"CnfClause_TRUE_free"	"&"	"CnfClause_TRUE_owned"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfClause_TRUE_free"	"|"	"CnfClause_TRUE_owned"	"CnfClause"	"CnfClause"	TRUE	TRUE	""	""
"CnfClause_TRUE_free"	"&"	"CnfFormula_FALSE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfClause\", \"&.CnfFormula\") for \"&\""	""
"CnfClause_TRUE_free"	"|"	"CnfFormula_FALSE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfClause\", \"|.CnfFormula\") for \"|\""	""
"CnfClause_TRUE_free"	"&"	"CnfFormula_FALSE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfClause\", \"&.CnfFormula\") for \"&\""	""
"CnfClause_TRUE_free"	"|"	"CnfFormula_FALSE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfClause\", \"|.CnfFormula\") for \"|\""	""
"CnfClause_TRUE_free"	"&"	"CnfFormula_TRUE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfClause\", \"&.CnfFormula\") for \"&\""	""
"CnfClause_TRUE_free"	"|"	"CnfFormula_TRUE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfClause\", \"|.CnfFormula\") for \"|\""	""
"CnfClause_TRUE_free"	"&"	"CnfFormula_TRUE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfClause\", \"&.CnfFormula\") for \"&\""	""
"CnfClause_TRUE_free"	"|"	"CnfFormula_TRUE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfClause\", \"|.CnfFormula\") for \"|\""	""
"CnfClause_TRUE_owned"	"&"	"atom"	"CnfFormula"	NA	FALSE	FALSE	"Incompatible methods (\"&.CnfClause\", \"&.CnfAtom\") for \"&\""	"operations are possible only for numeric, logical or complex types"
"CnfClause_TRUE_owned"	"|"	"atom"	"CnfClause"	NA	FALSE	FALSE	"Incompatible methods (\"|.CnfClause\", \"|.CnfAtom\") for \"|\""	"operations are possible only for numeric, logical or complex types"
"CnfClause_TRUE_owned"	"&"	"clause"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfClause_TRUE_owned"	"|"	"clause"	"CnfClause"	"CnfClause"	TRUE	TRUE	""	""
"CnfClause_TRUE_owned"	"&"	"formula"	"CnfFormula"	NA	FALSE	FALSE	"Incompatible methods (\"&.CnfClause\", \"&.CnfFormula\") for \"&\""	"operations are possible only for numeric, logical or complex types"
"CnfClause_TRUE_owned"	"|"	"formula"	"CnfFormula"	NA	FALSE	FALSE	"Incompatible methods (\"|.CnfClause\", \"|.CnfFormula\") for \"|\""	"operations are possible only for numeric, logical or complex types"
"CnfClause_TRUE_owned"	"&"	"raw_true"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfClause_TRUE_owned"	"|"	"raw_true"	"CnfClause"	"CnfClause"	TRUE	TRUE	""	""
"CnfClause_TRUE_owned"	"&"	"raw_false"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfClause_TRUE_owned"	"|"	"raw_false"	"CnfClause"	"CnfClause"	TRUE	TRUE	""	""
"CnfClause_TRUE_owned"	"&"	"CnfAtom_FALSE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfClause\", \"&.CnfAtom\") for \"&\""	""
"CnfClause_TRUE_owned"	"|"	"CnfAtom_FALSE_free"	"CnfClause"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfClause\", \"|.CnfAtom\") for \"|\""	""
"CnfClause_TRUE_owned"	"&"	"CnfAtom_FALSE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfClause\", \"&.CnfAtom\") for \"&\""	""
"CnfClause_TRUE_owned"	"|"	"CnfAtom_FALSE_owned"	"CnfClause"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfClause\", \"|.CnfAtom\") for \"|\""	""
"CnfClause_TRUE_owned"	"&"	"CnfAtom_TRUE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfClause\", \"&.CnfAtom\") for \"&\""	""
"CnfClause_TRUE_owned"	"|"	"CnfAtom_TRUE_free"	"CnfClause"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfClause\", \"|.CnfAtom\") for \"|\""	""
"CnfClause_TRUE_owned"	"&"	"CnfAtom_TRUE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfClause\", \"&.CnfAtom\") for \"&\""	""
"CnfClause_TRUE_owned"	"|"	"CnfAtom_TRUE_owned"	"CnfClause"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfClause\", \"|.CnfAtom\") for \"|\""	""
"CnfClause_TRUE_owned"	"&"	"CnfClause_FALSE_free"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfClause_TRUE_owned"	"|"	"CnfClause_FALSE_free"	"CnfClause"	"CnfClause"	TRUE	TRUE	""	""
"CnfClause_TRUE_owned"	"&"	"CnfClause_FALSE_owned"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfClause_TRUE_owned"	"|"	"CnfClause_FALSE_owned"	"CnfClause"	"CnfClause"	TRUE	TRUE	""	""
"CnfClause_TRUE_owned"	"&"	"CnfClause_TRUE_free"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfClause_TRUE_owned"	"|"	"CnfClause_TRUE_free"	"CnfClause"	"CnfClause"	TRUE	TRUE	""	""
"CnfClause_TRUE_owned"	"&"	"CnfClause_TRUE_owned"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfClause_TRUE_owned"	"|"	"CnfClause_TRUE_owned"	"CnfClause"	"CnfClause"	TRUE	TRUE	""	""
"CnfClause_TRUE_owned"	"&"	"CnfFormula_FALSE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfClause\", \"&.CnfFormula\") for \"&\""	""
"CnfClause_TRUE_owned"	"|"	"CnfFormula_FALSE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfClause\", \"|.CnfFormula\") for \"|\""	""
"CnfClause_TRUE_owned"	"&"	"CnfFormula_FALSE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfClause\", \"&.CnfFormula\") for \"&\""	""
"CnfClause_TRUE_owned"	"|"	"CnfFormula_FALSE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfClause\", \"|.CnfFormula\") for \"|\""	""
"CnfClause_TRUE_owned"	"&"	"CnfFormula_TRUE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfClause\", \"&.CnfFormula\") for \"&\""	""
"CnfClause_TRUE_owned"	"|"	"CnfFormula_TRUE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfClause\", \"|.CnfFormula\") for \"|\""	""
"CnfClause_TRUE_owned"	"&"	"CnfFormula_TRUE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfClause\", \"&.CnfFormula\") for \"&\""	""
"CnfClause_TRUE_owned"	"|"	"CnfFormula_TRUE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfClause\", \"|.CnfFormula\") for \"|\""	""
"CnfFormula_FALSE_free"	"&"	"atom"	"CnfFormula"	NA	FALSE	FALSE	"Incompatible methods (\"&.CnfFormula\", \"&.CnfAtom\") for \"&\""	"operations are possible only for numeric, logical or complex types"
"CnfFormula_FALSE_free"	"|"	"atom"	"CnfFormula"	NA	FALSE	FALSE	"Incompatible methods (\"|.CnfFormula\", \"|.CnfAtom\") for \"|\""	"operations are possible only for numeric, logical or complex types"
"CnfFormula_FALSE_free"	"&"	"clause"	"CnfFormula"	NA	FALSE	FALSE	"Incompatible methods (\"&.CnfFormula\", \"&.CnfClause\") for \"&\""	"operations are possible only for numeric, logical or complex types"
"CnfFormula_FALSE_free"	"|"	"clause"	"CnfFormula"	NA	FALSE	FALSE	"Incompatible methods (\"|.CnfFormula\", \"|.CnfClause\") for \"|\""	"operations are possible only for numeric, logical or complex types"
"CnfFormula_FALSE_free"	"&"	"formula"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfFormula_FALSE_free"	"|"	"formula"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfFormula_FALSE_free"	"&"	"raw_true"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfFormula_FALSE_free"	"|"	"raw_true"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfFormula_FALSE_free"	"&"	"raw_false"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfFormula_FALSE_free"	"|"	"raw_false"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfFormula_FALSE_free"	"&"	"CnfAtom_FALSE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfFormula\", \"&.CnfAtom\") for \"&\""	""
"CnfFormula_FALSE_free"	"|"	"CnfAtom_FALSE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfFormula\", \"|.CnfAtom\") for \"|\""	""
"CnfFormula_FALSE_free"	"&"	"CnfAtom_FALSE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfFormula\", \"&.CnfAtom\") for \"&\""	""
"CnfFormula_FALSE_free"	"|"	"CnfAtom_FALSE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfFormula\", \"|.CnfAtom\") for \"|\""	""
"CnfFormula_FALSE_free"	"&"	"CnfAtom_TRUE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfFormula\", \"&.CnfAtom\") for \"&\""	""
"CnfFormula_FALSE_free"	"|"	"CnfAtom_TRUE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfFormula\", \"|.CnfAtom\") for \"|\""	""
"CnfFormula_FALSE_free"	"&"	"CnfAtom_TRUE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfFormula\", \"&.CnfAtom\") for \"&\""	""
"CnfFormula_FALSE_free"	"|"	"CnfAtom_TRUE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfFormula\", \"|.CnfAtom\") for \"|\""	""
"CnfFormula_FALSE_free"	"&"	"CnfClause_FALSE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfFormula\", \"&.CnfClause\") for \"&\""	""
"CnfFormula_FALSE_free"	"|"	"CnfClause_FALSE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfFormula\", \"|.CnfClause\") for \"|\""	""
"CnfFormula_FALSE_free"	"&"	"CnfClause_FALSE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfFormula\", \"&.CnfClause\") for \"&\""	""
"CnfFormula_FALSE_free"	"|"	"CnfClause_FALSE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfFormula\", \"|.CnfClause\") for \"|\""	""
"CnfFormula_FALSE_free"	"&"	"CnfClause_TRUE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfFormula\", \"&.CnfClause\") for \"&\""	""
"CnfFormula_FALSE_free"	"|"	"CnfClause_TRUE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfFormula\", \"|.CnfClause\") for \"|\""	""
"CnfFormula_FALSE_free"	"&"	"CnfClause_TRUE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfFormula\", \"&.CnfClause\") for \"&\""	""
"CnfFormula_FALSE_free"	"|"	"CnfClause_TRUE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfFormula\", \"|.CnfClause\") for \"|\""	""
"CnfFormula_FALSE_free"	"&"	"CnfFormula_FALSE_free"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfFormula_FALSE_free"	"|"	"CnfFormula_FALSE_free"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfFormula_FALSE_free"	"&"	"CnfFormula_FALSE_owned"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfFormula_FALSE_free"	"|"	"CnfFormula_FALSE_owned"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfFormula_FALSE_free"	"&"	"CnfFormula_TRUE_free"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfFormula_FALSE_free"	"|"	"CnfFormula_TRUE_free"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfFormula_FALSE_free"	"&"	"CnfFormula_TRUE_owned"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfFormula_FALSE_free"	"|"	"CnfFormula_TRUE_owned"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfFormula_FALSE_owned"	"&"	"atom"	"CnfFormula"	NA	FALSE	FALSE	"Incompatible methods (\"&.CnfFormula\", \"&.CnfAtom\") for \"&\""	"operations are possible only for numeric, logical or complex types"
"CnfFormula_FALSE_owned"	"|"	"atom"	"CnfFormula"	NA	FALSE	FALSE	"Incompatible methods (\"|.CnfFormula\", \"|.CnfAtom\") for \"|\""	"operations are possible only for numeric, logical or complex types"
"CnfFormula_FALSE_owned"	"&"	"clause"	"CnfFormula"	NA	FALSE	FALSE	"Incompatible methods (\"&.CnfFormula\", \"&.CnfClause\") for \"&\""	"operations are possible only for numeric, logical or complex types"
"CnfFormula_FALSE_owned"	"|"	"clause"	"CnfFormula"	NA	FALSE	FALSE	"Incompatible methods (\"|.CnfFormula\", \"|.CnfClause\") for \"|\""	"operations are possible only for numeric, logical or complex types"
"CnfFormula_FALSE_owned"	"&"	"formula"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfFormula_FALSE_owned"	"|"	"formula"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfFormula_FALSE_owned"	"&"	"raw_true"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfFormula_FALSE_owned"	"|"	"raw_true"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfFormula_FALSE_owned"	"&"	"raw_false"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfFormula_FALSE_owned"	"|"	"raw_false"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfFormula_FALSE_owned"	"&"	"CnfAtom_FALSE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfFormula\", \"&.CnfAtom\") for \"&\""	""
"CnfFormula_FALSE_owned"	"|"	"CnfAtom_FALSE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfFormula\", \"|.CnfAtom\") for \"|\""	""
"CnfFormula_FALSE_owned"	"&"	"CnfAtom_FALSE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfFormula\", \"&.CnfAtom\") for \"&\""	""
"CnfFormula_FALSE_owned"	"|"	"CnfAtom_FALSE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfFormula\", \"|.CnfAtom\") for \"|\""	""
"CnfFormula_FALSE_owned"	"&"	"CnfAtom_TRUE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfFormula\", \"&.CnfAtom\") for \"&\""	""
"CnfFormula_FALSE_owned"	"|"	"CnfAtom_TRUE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfFormula\", \"|.CnfAtom\") for \"|\""	""
"CnfFormula_FALSE_owned"	"&"	"CnfAtom_TRUE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfFormula\", \"&.CnfAtom\") for \"&\""	""
"CnfFormula_FALSE_owned"	"|"	"CnfAtom_TRUE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfFormula\", \"|.CnfAtom\") for \"|\""	""
"CnfFormula_FALSE_owned"	"&"	"CnfClause_FALSE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfFormula\", \"&.CnfClause\") for \"&\""	""
"CnfFormula_FALSE_owned"	"|"	"CnfClause_FALSE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfFormula\", \"|.CnfClause\") for \"|\""	""
"CnfFormula_FALSE_owned"	"&"	"CnfClause_FALSE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfFormula\", \"&.CnfClause\") for \"&\""	""
"CnfFormula_FALSE_owned"	"|"	"CnfClause_FALSE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfFormula\", \"|.CnfClause\") for \"|\""	""
"CnfFormula_FALSE_owned"	"&"	"CnfClause_TRUE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfFormula\", \"&.CnfClause\") for \"&\""	""
"CnfFormula_FALSE_owned"	"|"	"CnfClause_TRUE_free"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfFormula\", \"|.CnfClause\") for \"|\""	""
"CnfFormula_FALSE_owned"	"&"	"CnfClause_TRUE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"&.CnfFormula\", \"&.CnfClause\") for \"&\""	""
"CnfFormula_FALSE_owned"	"|"	"CnfClause_TRUE_owned"	"CnfFormula"	"logical"	TRUE	FALSE	"Incompatible methods (\"|.CnfFormula\", \"|.CnfClause\") for \"|\""	""
"CnfFormula_FALSE_owned"	"&"	"CnfFormula_FALSE_free"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfFormula_FALSE_owned"	"|"	"CnfFormula_FALSE_free"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfFormula_FALSE_owned"	"&"	"CnfFormula_FALSE_owned"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfFormula_FALSE_owned"	"|"	"CnfFormula_FALSE_owned"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfFormula_FALSE_owned"	"&"	"CnfFormula_TRUE_free"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfFormula_FALSE_owned"	"|"	"CnfFormula_TRUE_free"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfFormula_FALSE_owned"	"&"	"CnfFormula_TRUE_owned"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfFormula_FALSE_owned"	"|"	"CnfFormula_TRUE_owned"	"CnfFormula"	"CnfFormula"	TRUE	TRUE	""	""
"CnfFormula_TRUE_free"	"&"	"atom"	"CnfFormula"	NA	FALSE	FALSE	"Incompatible methods (\"&.CnfFormula\", \"&.CnfAtom\") for \"&\""	"operations are possible only for numeric, logical or complex types"
"CnfFormula_TRUE_free"	"|"	"atom"	"CnfFormula"	NA	FALSE	FALSE	"Incompatible methods (\"|.CnfFormula\", \"|.CnfAtom\") for \"|\""	"operations are possible only for numeric, logical or complex types"
